timestamp,speed_kmph,acceleration_mps2,gyroscope_pitch,gyroscope_roll,gyroscope_yaw
2024-11-17 01:33:34,45.99,0.22,0.69,0.12,-2.06
2024-11-17 01:33:35,47.73,1.74,1.89,-1.54,-13.91
2024-11-17 01:33:36,48.76,1.03,0.25,-1.43,8.62
2024-11-17 01:33:37,51.32,2.56,1.69,3.48,-6.83
2024-11-17 01:33:38,54.13,2.81,2.83,8.56,-9.18
2024-11-17 01:33:39,54.67,0.54,1.46,4.3,9.12
2024-11-17 01:33:40,55.46,0.79,1.22,-0.48,2.86
2024-11-17 01:33:41,58.04,2.58,2.22,6.2,-10.25
2024-11-17 01:33:42,56.87,-1.17,-1.74,3.59,4.41
2024-11-17 01:33:43,57.37,0.5,0.27,1.58,-4.61
2024-11-17 01:33:44,60.0,2.63,2.97,-1.59,12.91
2024-11-17 01:33:45,60.0,0.0,0.01,2.89,12.43
2024-11-17 01:33:46,58.57,-1.43,-2.26,-7.66,-9.15
2024-11-17 01:33:47,59.6,1.03,0.81,-5.22,12.64
2024-11-17 01:33:48,59.1,-0.5,-1.11,-6.77,2.26
2024-11-17 01:33:49,59.96,0.86,0.48,-2.07,6.22
2024-11-17 01:33:50,60.0,0.04,-0.5,1.79,-6.14
2024-11-17 01:33:51,57.97,-2.03,-1.33,5.29,-12.29
2024-11-17 01:33:52,55.67,-2.3,-2.73,-6.4,-13.62
2024-11-17 01:33:53,58.44,2.77,2.45,7.46,13.44
2024-11-17 01:33:54,60.0,1.56,2.36,-1.57,-10.64
2024-11-17 01:33:55,60.0,0.0,-0.09,-1.07,-8.49
2024-11-17 01:33:56,60.0,0.0,0.66,6.54,-14.98
2024-11-17 01:33:57,60.0,0.0,-0.74,2.16,5.26
2024-11-17 01:33:58,60.0,0.0,0.48,5.0,0.86
2024-11-17 01:33:59,60.0,0.0,0.94,-9.55,-8.23
2024-11-17 01:34:00,57.27,-2.73,-3.26,2.59,12.43
2024-11-17 01:34:01,58.75,1.48,2.49,6.12,8.52
2024-11-17 01:34:02,56.29,-2.46,-2.04,-5.87,14.47
2024-11-17 01:34:03,53.66,-2.63,-1.63,8.9,-11.52
2024-11-17 01:34:04,54.85,1.19,1.86,-6.0,-12.73
2024-11-17 01:34:05,55.87,1.02,0.55,6.41,-10.93
2024-11-17 01:34:06,55.94,0.07,-0.71,-8.64,12.07
2024-11-17 01:34:07,58.28,2.34,2.01,-8.93,7.58
2024-11-17 01:34:08,60.0,1.72,0.74,3.89,7.96
2024-11-17 01:34:09,60.0,0.0,-0.22,5.64,-13.29
2024-11-17 01:34:10,58.97,-1.03,-1.52,2.87,2.06
2024-11-17 01:34:11,58.37,-0.6,-0.68,-1.16,-10.51
2024-11-17 01:34:12,57.96,-0.41,-0.08,-2.19,14.31
2024-11-17 01:34:13,60.0,2.04,1.59,-4.2,12.87
2024-11-17 01:34:14,57.55,-2.45,-2.61,7.31,-10.89
2024-11-17 01:34:15,59.11,1.56,1.46,-0.62,-11.72
2024-11-17 01:34:16,60.0,0.89,-0.05,3.37,-13.72
2024-11-17 01:34:17,59.12,-0.88,-1.48,-2.39,-9.06
2024-11-17 01:34:18,56.9,-2.22,-3.07,1.13,9.8
2024-11-17 01:34:19,56.25,-0.65,-0.45,9.5,-5.86
2024-11-17 01:34:20,56.35,0.1,-0.89,4.32,6.22
2024-11-17 01:34:21,57.52,1.17,1.65,-4.14,-15.12
2024-11-17 01:34:22,58.42,0.9,0.15,-4.79,10.13
2024-11-17 01:34:23,60.0,1.58,1.65,-4.07,-8.56
2024-11-17 01:34:24,60.0,0.0,-0.95,1.32,2.95
2024-11-17 01:34:25,59.47,-0.53,-0.12,-8.36,4.0
2024-11-17 01:34:26,60.0,0.53,0.34,-7.94,-14.45
2024-11-17 01:34:27,60.0,0.0,-0.34,4.02,6.59
2024-11-17 01:34:28,60.0,0.0,-0.12,-10.05,-3.94
2024-11-17 01:34:29,60.0,0.0,0.7,-4.82,-2.99
2024-11-17 01:34:30,60.0,0.0,-0.99,-3.81,5.11
2024-11-17 01:34:31,60.0,0.0,0.75,6.18,8.13
2024-11-17 01:34:32,60.0,0.0,0.19,2.93,14.72
2024-11-17 01:34:33,60.0,0.0,-0.93,0.88,-12.19
2024-11-17 01:34:34,57.97,-2.03,-2.88,4.33,5.81
2024-11-17 01:34:35,56.71,-1.26,-1.36,6.97,-10.81
2024-11-17 01:34:36,54.98,-1.73,-1.61,0.44,2.47
2024-11-17 01:34:37,57.28,2.3,1.73,3.59,0.35
2024-11-17 01:34:38,57.33,0.05,-0.82,3.0,-2.03
2024-11-17 01:34:39,55.64,-1.69,-1.29,-6.4,-13.69
2024-11-17 01:34:40,56.85,1.21,1.96,-1.09,-9.4
2024-11-17 01:34:41,56.58,-0.27,0.38,8.95,-13.71
2024-11-17 01:34:42,57.62,1.04,0.45,-8.35,-6.4
2024-11-17 01:34:43,60.0,2.38,3.06,0.33,-3.26
2024-11-17 01:34:44,60.0,0.0,-0.37,-2.99,5.94
2024-11-17 01:34:45,59.33,-0.67,-0.18,-5.33,-4.52
2024-11-17 01:34:46,58.24,-1.09,-0.62,0.29,-13.59
2024-11-17 01:34:47,60.0,1.76,1.58,-3.44,-6.32
2024-11-17 01:34:48,60.0,0.0,0.27,-5.64,-4.82
2024-11-17 01:34:49,60.0,0.0,0.3,-2.56,-10.78
2024-11-17 01:34:50,60.0,0.0,-0.61,-7.78,6.9
2024-11-17 01:34:51,60.0,0.0,-0.11,-7.63,7.26
2024-11-17 01:34:52,60.0,0.0,-0.21,1.38,-11.65
2024-11-17 01:34:53,60.0,0.0,0.55,6.07,-13.52
2024-11-17 01:34:54,58.98,-1.02,-0.48,10.24,-0.65
2024-11-17 01:34:55,58.21,-0.77,-0.5,-4.49,-6.79
2024-11-17 01:34:56,55.42,-2.79,-3.56,-5.57,-2.43
2024-11-17 01:34:57,58.2,2.78,1.9,4.62,-7.53
2024-11-17 01:34:58,57.03,-1.17,-0.21,4.54,1.79
2024-11-17 01:34:59,59.67,2.64,2.38,10.23,7.79
2024-11-17 01:35:00,59.97,0.3,0.65,6.14,1.58
2024-11-17 01:35:01,58.19,-1.78,-1.75,5.85,-0.49
2024-11-17 01:35:02,60.0,1.81,0.86,9.31,-12.32
2024-11-17 01:35:03,58.44,-1.56,-0.88,5.05,-3.28
2024-11-17 01:35:04,58.55,0.11,-0.38,-8.69,-9.49
2024-11-17 01:35:05,58.02,-0.53,-0.22,-9.01,-7.58
2024-11-17 01:35:06,60.0,1.98,2.81,-5.72,0.97
2024-11-17 01:35:07,59.69,-0.31,-0.51,-4.91,7.5
2024-11-17 01:35:08,60.0,0.31,-0.03,2.3,9.16
2024-11-17 01:35:09,60.0,0.0,0.06,1.79,-0.16
2024-11-17 01:35:10,57.6,-2.4,-3.39,-5.92,-13.34
2024-11-17 01:35:11,55.7,-1.9,-1.2,-5.8,12.4
2024-11-17 01:35:12,57.67,1.97,1.91,-6.59,8.67
2024-11-17 01:35:13,60.0,2.33,2.5,1.38,14.08
2024-11-17 01:35:14,60.0,0.0,-0.17,-9.08,-8.08
2024-11-17 01:35:15,60.0,0.0,0.58,-7.53,5.25
2024-11-17 01:35:16,58.15,-1.85,-2.55,-3.5,5.78
2024-11-17 01:35:17,60.0,1.85,2.68,1.79,-10.44
2024-11-17 01:35:18,59.83,-0.17,0.4,8.0,-2.27
2024-11-17 01:35:19,57.95,-1.88,-1.09,1.66,2.83
2024-11-17 01:35:20,58.96,1.01,0.93,6.52,-0.46
2024-11-17 01:35:21,58.95,-0.01,-0.01,-4.63,1.85
2024-11-17 01:35:22,59.34,0.39,-0.03,5.95,13.59
2024-11-17 01:35:23,58.14,-1.2,-2.06,2.41,12.03
2024-11-17 01:35:24,55.27,-2.87,-2.07,-9.03,11.62
2024-11-17 01:35:25,57.93,2.66,3.9,-8.38,-13.16
2024-11-17 01:35:26,57.74,-0.19,-0.45,7.84,-15.22
2024-11-17 01:35:27,60.0,2.26,1.95,-4.58,-7.53
2024-11-17 01:35:28,60.0,0.0,-0.38,-8.23,-5.61
2024-11-17 01:35:29,60.0,0.0,0.92,-1.96,-7.66
2024-11-17 01:35:30,58.29,-1.71,-1.69,-8.49,-5.91
2024-11-17 01:35:31,60.0,1.71,2.57,-2.55,14.23
2024-11-17 01:35:32,58.71,-1.29,-1.14,6.04,-0.78
2024-11-17 01:35:33,60.0,1.29,1.75,-0.26,-12.86
2024-11-17 01:35:34,60.0,0.0,-0.9,4.0,10.89
2024-11-17 01:35:35,60.0,0.0,-0.16,-2.11,-1.54
2024-11-17 01:35:36,59.98,-0.02,-0.83,3.87,11.85
2024-11-17 01:35:37,60.0,0.02,0.57,-3.28,-7.12
2024-11-17 01:35:38,60.0,0.0,0.73,-5.84,-11.37
2024-11-17 01:35:39,58.4,-1.6,-1.76,9.61,0.28
2024-11-17 01:35:40,59.7,1.3,0.51,6.91,-8.82
2024-11-17 01:35:41,59.33,-0.37,0.19,-5.37,3.3
2024-11-17 01:35:42,58.18,-1.15,-1.03,1.97,-12.61
2024-11-17 01:35:43,59.04,0.86,1.41,-7.31,-1.52
2024-11-17 01:35:44,59.53,0.49,-0.13,-4.76,9.29
2024-11-17 01:35:45,59.15,-0.38,0.5,5.92,-13.34
2024-11-17 01:35:46,57.51,-1.64,-2.53,8.21,3.95
2024-11-17 01:35:47,58.39,0.88,0.7,-3.57,6.53
2024-11-17 01:35:48,55.61,-2.78,-1.96,8.15,10.74
2024-11-17 01:35:49,53.99,-1.62,-1.54,1.38,9.9
2024-11-17 01:35:50,51.65,-2.34,-2.42,-7.85,2.25
2024-11-17 01:35:51,48.98,-2.67,-2.27,-4.54,3.99
2024-11-17 01:35:52,48.32,-0.66,-0.45,2.55,-10.05
2024-11-17 01:35:53,45.41,-2.91,-3.56,-2.42,2.12
2024-11-17 01:35:54,44.93,-0.48,0.34,5.71,11.16
2024-11-17 01:35:55,47.23,2.3,1.32,1.47,5.05
2024-11-17 01:35:56,48.01,0.78,1.24,3.38,10.57
2024-11-17 01:35:57,49.43,1.42,1.0,-4.08,3.57
2024-11-17 01:35:58,46.75,-2.68,-3.13,-0.53,-10.07
2024-11-17 01:35:59,49.54,2.79,2.96,-3.67,-3.5
2024-11-17 01:36:00,47.43,-2.11,-1.45,-8.34,3.35
2024-11-17 01:36:01,49.02,1.59,2.62,3.43,-6.56
2024-11-17 01:36:02,46.78,-2.24,-1.78,-7.67,0.44
2024-11-17 01:36:03,46.28,-0.5,-0.55,-2.52,-3.32
2024-11-17 01:36:04,47.13,0.85,1.13,-9.09,10.2
2024-11-17 01:36:05,48.22,1.09,0.72,-8.97,13.9
2024-11-17 01:36:06,50.77,2.55,2.14,-0.85,5.08
2024-11-17 01:36:07,53.35,2.58,2.54,6.21,8.86
2024-11-17 01:36:08,51.34,-2.01,-1.36,8.35,-7.43
2024-11-17 01:36:09,53.64,2.3,2.65,-1.7,7.45
2024-11-17 01:36:10,53.27,-0.37,0.26,-8.55,14.51
2024-11-17 01:36:11,51.93,-1.34,-1.2,-8.22,-3.02
2024-11-17 01:36:12,52.79,0.86,1.73,5.73,12.48
2024-11-17 01:36:13,51.48,-1.31,-1.46,-9.76,10.8
2024-11-17 01:36:14,50.72,-0.76,-0.7,6.43,-12.23
2024-11-17 01:36:15,48.93,-1.79,-0.7,-10.66,0.61
2024-11-17 01:36:16,51.57,2.64,1.9,8.55,-4.76
2024-11-17 01:36:17,53.81,2.24,2.15,-4.17,0.9
2024-11-17 01:36:18,53.6,-0.21,-0.81,-4.96,-9.74
2024-11-17 01:36:19,52.56,-1.04,-1.63,0.02,-13.03
2024-11-17 01:36:20,53.58,1.02,0.71,-2.89,0.8
2024-11-17 01:36:21,55.7,2.12,2.07,-4.98,13.4
2024-11-17 01:36:22,57.01,1.31,2.24,6.39,8.27
2024-11-17 01:36:23,55.35,-1.66,-1.59,-9.19,11.51
2024-11-17 01:36:24,57.27,1.92,2.13,-1.44,-9.19
2024-11-17 01:36:25,57.93,0.66,1.53,3.46,2.72
2024-11-17 01:36:26,56.13,-1.8,-2.16,5.29,10.07
2024-11-17 01:36:27,54.72,-1.41,-2.12,-2.07,0.59
2024-11-17 01:36:28,52.67,-2.05,-1.97,6.17,9.25
2024-11-17 01:36:29,51.74,-0.93,-1.82,3.18,3.03
2024-11-17 01:36:30,50.63,-1.11,-0.47,-1.98,6.24
2024-11-17 01:36:31,50.42,-0.21,0.15,-2.21,-0.35
2024-11-17 01:36:32,51.26,0.84,0.03,5.67,4.98
2024-11-17 01:36:33,50.51,-0.75,0.05,1.08,-9.89
2024-11-17 01:36:34,53.24,2.73,2.41,-0.66,-13.68
2024-11-17 01:36:35,54.12,0.88,0.68,7.59,11.93
2024-11-17 01:36:36,56.07,1.95,2.58,2.54,-11.4
2024-11-17 01:36:37,57.3,1.23,1.51,3.55,-0.55
2024-11-17 01:36:38,55.41,-1.89,-2.75,2.54,12.31
2024-11-17 01:36:39,58.01,2.6,2.36,-8.71,1.53
2024-11-17 01:36:40,55.47,-2.54,-3.28,8.45,-3.35
2024-11-17 01:36:41,55.4,-0.07,-0.6,-7.34,-1.53
2024-11-17 01:36:42,55.08,-0.32,-1.15,-2.35,-3.06
2024-11-17 01:36:43,57.2,2.12,3.06,-5.98,-8.29
2024-11-17 01:36:44,57.41,0.21,0.23,6.17,-1.22
2024-11-17 01:36:45,58.74,1.33,0.59,2.41,-14.89
2024-11-17 01:36:46,60.0,1.26,0.8,-6.32,-2.21
2024-11-17 01:36:47,58.96,-1.04,-0.34,2.82,10.77
2024-11-17 01:36:48,58.62,-0.34,-1.08,-3.65,5.85
2024-11-17 01:36:49,57.78,-0.84,-0.81,1.95,-4.39
2024-11-17 01:36:50,54.85,-2.93,-2.91,-4.14,-0.07
2024-11-17 01:36:51,53.61,-1.24,-1.82,-5.44,7.7
2024-11-17 01:36:52,56.48,2.87,3.65,-2.8,-7.33
2024-11-17 01:36:53,55.47,-1.01,-0.84,-3.95,8.08
2024-11-17 01:36:54,57.35,1.88,1.92,5.7,0.35
2024-11-17 01:36:55,59.89,2.54,1.76,9.66,-1.63
2024-11-17 01:36:56,60.0,0.11,-0.62,-0.56,-7.36
2024-11-17 01:36:57,59.35,-0.65,-0.65,2.05,-10.18
2024-11-17 01:36:58,57.91,-1.44,-1.01,-9.74,-7.48
2024-11-17 01:36:59,59.81,1.9,2.88,-4.72,0.31
2024-11-17 01:37:00,58.66,-1.15,-1.7,10.49,0.64
2024-11-17 01:37:01,56.02,-2.64,-2.1,9.98,-6.28
2024-11-17 01:37:02,55.98,-0.04,0.89,8.86,-8.94
2024-11-17 01:37:03,56.61,0.63,0.08,-4.63,-10.91
2024-11-17 01:37:04,57.96,1.35,1.6,-1.39,-1.03
2024-11-17 01:37:05,59.01,1.05,1.22,6.45,3.28
2024-11-17 01:37:06,56.93,-2.08,-1.24,-6.24,7.92
2024-11-17 01:37:07,59.49,2.56,3.79,6.57,11.45
2024-11-17 01:37:08,57.64,-1.85,-1.4,-3.67,4.73
2024-11-17 01:37:09,56.8,-0.84,-1.1,1.43,2.8
2024-11-17 01:37:10,55.88,-0.92,-0.04,1.54,7.23
2024-11-17 01:37:11,55.54,-0.34,-0.62,2.44,12.97
2024-11-17 01:37:12,53.19,-2.35,-1.98,-8.51,3.53
2024-11-17 01:37:13,55.32,2.13,1.79,7.3,-6.84
2024-11-17 01:37:14,52.74,-2.58,-2.66,-0.29,2.95
2024-11-17 01:37:15,55.6,2.86,2.0,3.2,13.43
2024-11-17 01:37:16,52.7,-2.9,-3.81,-6.37,4.72
2024-11-17 01:37:17,54.73,2.03,1.91,1.09,-3.41
2024-11-17 01:37:18,55.9,1.17,2.07,3.92,-8.07
2024-11-17 01:37:19,57.85,1.95,2.85,4.77,5.49
2024-11-17 01:37:20,56.75,-1.1,-1.83,3.45,5.36
2024-11-17 01:37:21,55.84,-0.91,-0.87,-2.87,15.13
2024-11-17 01:37:22,57.22,1.38,1.89,-5.09,4.5
2024-11-17 01:37:23,55.32,-1.9,-1.28,6.71,11.61
2024-11-17 01:37:24,52.57,-2.75,-3.56,3.33,-11.55
2024-11-17 01:37:25,54.87,2.3,1.49,-4.29,-11.15
2024-11-17 01:37:26,54.99,0.12,0.53,-6.23,-0.01
2024-11-17 01:37:27,55.18,0.19,0.06,8.85,-1.53
2024-11-17 01:37:28,56.5,1.32,2.01,0.96,-6.69
2024-11-17 01:37:29,55.88,-0.62,-0.73,4.66,5.54
2024-11-17 01:37:30,58.01,2.13,2.71,-6.38,-12.6
2024-11-17 01:37:31,60.0,1.99,1.73,3.74,-2.66
2024-11-17 01:37:32,60.0,0.0,-0.46,10.57,-11.45
2024-11-17 01:37:33,57.21,-2.79,-3.83,0.75,6.88
2024-11-17 01:37:34,55.58,-1.63,-0.83,6.06,7.91
2024-11-17 01:37:35,56.96,1.38,1.03,7.15,-4.94
2024-11-17 01:37:36,58.11,1.15,0.52,-4.79,-10.29
2024-11-17 01:37:37,60.0,1.89,2.64,9.32,10.88
2024-11-17 01:37:38,60.0,0.0,-0.5,-7.9,0.74
2024-11-17 01:37:39,60.0,0.0,0.82,-1.76,-9.52
2024-11-17 01:37:40,60.0,0.0,0.82,-2.5,0.98
2024-11-17 01:37:41,57.06,-2.94,-3.95,-7.9,-13.43
2024-11-17 01:37:42,56.3,-0.76,-0.13,7.67,7.63
2024-11-17 01:37:43,57.84,1.54,0.97,-1.81,-1.11
2024-11-17 01:37:44,58.17,0.33,-0.29,-6.84,5.05
2024-11-17 01:37:45,59.9,1.73,1.32,-2.1,-13.58
2024-11-17 01:37:46,58.54,-1.36,-0.65,-5.64,7.75
2024-11-17 01:37:47,56.74,-1.8,-2.2,8.5,-4.89
2024-11-17 01:37:48,57.43,0.69,0.29,-1.94,-2.57
2024-11-17 01:37:49,56.89,-0.54,0.1,-10.77,-10.5
2024-11-17 01:37:50,58.27,1.38,0.69,4.54,-13.52
2024-11-17 01:37:51,60.0,1.73,1.72,-7.41,-6.76
2024-11-17 01:37:52,60.0,0.0,-0.53,-4.03,14.92
2024-11-17 01:37:53,59.61,-0.39,0.26,6.77,-4.63
2024-11-17 01:37:54,59.86,0.25,0.67,8.86,13.23
2024-11-17 01:37:55,60.0,0.14,-0.31,5.65,2.22
2024-11-17 01:37:56,60.0,0.0,-0.32,9.06,-7.16
2024-11-17 01:37:57,60.0,0.0,0.14,-7.97,13.07
2024-11-17 01:37:58,59.3,-0.7,-1.1,-7.24,-12.11
2024-11-17 01:37:59,58.41,-0.89,0.05,0.97,13.14
2024-11-17 01:38:00,60.0,1.59,1.33,-9.3,-1.86
2024-11-17 01:38:01,60.0,0.0,-0.09,1.57,-6.31
2024-11-17 01:38:02,60.0,0.0,0.53,10.12,0.18
2024-11-17 01:38:03,57.92,-2.08,-2.12,-5.66,13.43
2024-11-17 01:38:04,55.34,-2.58,-2.57,4.51,-5.02
2024-11-17 01:38:05,56.09,0.75,0.92,1.92,-9.23
2024-11-17 01:38:06,54.81,-1.28,-0.61,2.11,-0.67
2024-11-17 01:38:07,53.9,-0.91,-1.29,-8.67,-2.68
2024-11-17 01:38:08,50.99,-2.91,-3.7,4.67,-8.89
2024-11-17 01:38:09,48.43,-2.56,-1.74,1.32,-3.44
2024-11-17 01:38:10,45.49,-2.94,-3.14,-8.17,-2.02
2024-11-17 01:38:11,43.37,-2.12,-1.5,8.14,-10.55
2024-11-17 01:38:12,45.07,1.7,1.87,8.7,7.58
2024-11-17 01:38:13,44.73,-0.34,-0.42,0.59,12.77
2024-11-17 01:38:14,47.72,2.99,2.06,3.32,-3.01
2024-11-17 01:38:15,44.91,-2.81,-2.43,-4.73,-11.93
2024-11-17 01:38:16,46.56,1.65,2.0,-1.02,0.69
2024-11-17 01:38:17,46.05,-0.51,0.0,0.09,-14.24
2024-11-17 01:38:18,47.85,1.8,0.96,6.47,8.33
2024-11-17 01:38:19,45.4,-2.45,-1.99,2.73,-10.82
2024-11-17 01:38:20,45.85,0.45,0.99,3.67,7.13
2024-11-17 01:38:21,44.57,-1.28,-0.77,-6.87,7.74
2024-11-17 01:38:22,44.46,-0.11,-0.54,5.98,10.33
2024-11-17 01:38:23,43.17,-1.29,-0.99,-7.65,14.25
2024-11-17 01:38:24,46.08,2.91,2.6,-0.48,-9.13
2024-11-17 01:38:25,44.34,-1.74,-1.85,-4.37,13.95
2024-11-17 01:38:26,44.28,-0.06,-0.07,9.04,-6.08
2024-11-17 01:38:27,47.06,2.78,3.18,-4.15,1.88
2024-11-17 01:38:28,46.02,-1.04,-0.98,-6.13,-0.56
2024-11-17 01:38:29,48.48,2.46,1.73,-8.55,7.55
2024-11-17 01:38:30,49.28,0.8,0.21,2.43,11.11
2024-11-17 01:38:31,49.78,0.5,-0.19,2.59,4.98
2024-11-17 01:38:32,50.63,0.85,1.73,1.22,-7.69
2024-11-17 01:38:33,48.45,-2.18,-2.05,6.29,-14.28
2024-11-17 01:38:34,50.23,1.78,1.95,-0.5,11.47
2024-11-17 01:38:35,51.08,0.85,1.19,5.28,-6.14
2024-11-17 01:38:36,49.13,-1.95,-2.36,6.49,5.06
2024-11-17 01:38:37,49.3,0.17,0.02,5.49,-3.57
2024-11-17 01:38:38,50.92,1.62,1.4,-8.91,-11.0
2024-11-17 01:38:39,52.67,1.75,1.34,-8.5,6.74
2024-11-17 01:38:40,53.07,0.4,0.33,-10.26,7.78
2024-11-17 01:38:41,50.74,-2.33,-2.38,0.86,14.63
2024-11-17 01:38:42,50.55,-0.19,-0.41,10.6,-12.03
2024-11-17 01:38:43,48.52,-2.03,-1.59,2.32,9.83
2024-11-17 01:38:44,50.91,2.39,2.06,10.33,15.17
2024-11-17 01:38:45,50.28,-0.63,-0.66,0.24,13.33
2024-11-17 01:38:46,50.52,0.24,0.23,5.1,-7.5
2024-11-17 01:38:47,52.42,1.9,1.9,-8.7,-13.02
2024-11-17 01:38:48,51.73,-0.69,-1.49,6.94,-14.3
2024-11-17 01:38:49,51.98,0.25,-0.03,-3.79,8.95
2024-11-17 01:38:50,51.03,-0.95,-0.87,-4.73,-7.89
2024-11-17 01:38:51,48.97,-2.06,-1.56,3.56,10.23
2024-11-17 01:38:52,47.54,-1.43,-2.31,-7.31,-10.39
2024-11-17 01:38:53,45.67,-1.87,-2.88,-9.76,7.65
2024-11-17 01:38:54,44.53,-1.14,-0.2,-4.97,-6.53
2024-11-17 01:38:55,44.53,-0.0,-0.17,-0.06,2.93
2024-11-17 01:38:56,45.08,0.55,-0.36,0.54,4.87
2024-11-17 01:38:57,43.96,-1.12,-1.46,-7.1,-5.86
2024-11-17 01:38:58,41.74,-2.22,-2.32,7.09,-0.35
2024-11-17 01:38:59,42.82,1.08,1.33,3.46,-2.35
2024-11-17 01:39:00,43.66,0.84,0.57,-4.67,4.38
2024-11-17 01:39:01,43.36,-0.3,0.06,-8.92,1.74
2024-11-17 01:39:02,43.87,0.51,0.91,8.19,-4.82
2024-11-17 01:39:03,46.04,2.17,3.1,-8.0,12.84
2024-11-17 01:39:04,43.28,-2.76,-2.95,-2.38,-12.65
2024-11-17 01:39:05,43.36,0.08,0.59,-8.33,-14.56
2024-11-17 01:39:06,45.23,1.87,1.07,4.17,1.08
2024-11-17 01:39:07,42.92,-2.31,-1.65,-1.35,3.41
2024-11-17 01:39:08,42.59,-0.33,-0.75,6.2,0.19
2024-11-17 01:39:09,43.29,0.7,0.86,0.9,10.74
2024-11-17 01:39:10,43.35,0.06,0.97,1.77,6.95
2024-11-17 01:39:11,42.08,-1.27,-1.5,0.77,-6.8
2024-11-17 01:39:12,41.39,-0.69,-1.27,10.04,1.13
2024-11-17 01:39:13,38.95,-2.44,-2.69,0.17,2.07
2024-11-17 01:39:14,36.86,-2.09,-2.84,-1.71,7.06
2024-11-17 01:39:15,39.13,2.27,2.94,1.94,6.14
2024-11-17 01:39:16,41.32,2.19,1.79,7.59,0.06
2024-11-17 01:39:17,40.18,-1.14,-1.42,9.5,-7.27
2024-11-17 01:39:18,41.42,1.24,1.77,9.93,-13.56
2024-11-17 01:39:19,40.94,-0.48,-0.96,5.84,7.29
2024-11-17 01:39:20,39.43,-1.51,-0.65,-2.01,-10.31
2024-11-17 01:39:21,37.0,-2.43,-2.12,9.17,12.36
2024-11-17 01:39:22,35.95,-1.05,-0.76,2.87,9.66
2024-11-17 01:39:23,33.17,-2.78,-3.62,3.08,-2.1
2024-11-17 01:39:24,31.21,-1.96,-1.86,-2.49,-14.75
2024-11-17 01:39:25,32.41,1.2,1.9,-2.04,0.83
2024-11-17 01:39:26,33.32,0.91,1.64,7.14,9.72
2024-11-17 01:39:27,35.03,1.71,1.86,-8.03,-12.92
2024-11-17 01:39:28,34.45,-0.58,-1.15,-9.16,8.03
2024-11-17 01:39:29,32.8,-1.65,-2.32,-2.5,-3.95
2024-11-17 01:39:30,33.04,0.24,-0.08,0.94,5.66
2024-11-17 01:39:31,30.39,-2.65,-1.9,-6.35,-10.19
2024-11-17 01:39:32,32.37,1.98,2.58,-8.61,-8.42
2024-11-17 01:39:33,31.74,-0.63,-1.51,-2.11,0.8
2024-11-17 01:39:34,32.83,1.09,0.14,-2.48,-7.54
2024-11-17 01:39:35,35.4,2.57,3.17,-2.76,3.92
2024-11-17 01:39:36,34.07,-1.33,-0.45,-3.6,-8.23
2024-11-17 01:39:37,36.5,2.43,2.7,4.21,14.49
2024-11-17 01:39:38,34.39,-2.11,-2.85,-7.18,12.84
2024-11-17 01:39:39,32.14,-2.25,-3.04,3.18,-8.06
2024-11-17 01:39:40,32.51,0.37,-0.37,10.48,-5.27
2024-11-17 01:39:41,31.57,-0.94,-1.91,1.19,5.69
2024-11-17 01:39:42,32.23,0.66,1.42,-4.92,14.81
